kidsdriv,age,homekids,yoj,income,parent1,home_val,mstatus,gender,education,occupation,travtime,car_use,bluebook,tif,car_type,red_car,oldclaim,clm_freq,revoked,mvr_pts,clm_amt,car_age,claim_flag,urbanicity
0,51.0,0,13.0,32570.0,False,158055.0,True,male,Bachelors,Clerical,17,Commercial,9860.0,9,Pickup,yes,5533.0,1,No,6,0.0,9.0,0,Urban
0,48.0,0,6.0,14410.0,False,0.0,False,female,below High School,Clerical,27,Private,7740.0,7,SUV,no,1001.0,1,No,3,7204.0,1.0,1,Urban
0,35.0,0,12.0,101956.0,False,284104.0,True,female,Bachelors,Blue Collar,45,Commercial,28160.0,10,Minivan,no,0.0,0,No,0,0.0,1.0,0,Urban
0,43.0,1,14.0,23215.0,False,80406.0,True,female,High School,Home Maker,33,Commercial,16530.0,4,Minivan,no,0.0,0,No,2,0.0,6.0,0,Rural
0,39.0,2,13.0,192426.0,False,483998.0,True,male,PhD,Doctor,46,Private,33460.0,1,Minivan,yes,0.0,0,No,0,0.0,17.0,0,Urban
0,35.0,0,14.0,,False,172856.0,True,male,Bachelors,Manager,10,Commercial,21950.0,1,Van,no,0.0,0,No,0,0.0,10.0,0,Urban
0,26.0,0,9.0,24722.0,False,0.0,False,female,below High School,Clerical,28,Private,9420.0,6,SUV,no,0.0,0,No,1,11213.0,4.0,1,Urban
1,38.0,2,12.0,14320.0,True,77725.0,False,female,High School,Home Maker,26,Private,23950.0,1,Minivan,no,3718.0,1,No,0,6880.0,4.0,1,Urban
0,41.0,0,13.0,96886.0,False,256416.0,True,female,Bachelors,Professional,13,Private,15290.0,1,Minivan,no,0.0,0,No,0,0.0,10.0,0,Urban
1,38.0,2,0.0,0.0,False,0.0,True,female,High School,Student,24,Commercial,10560.0,1,SUV,no,0.0,0,No,0,0.0,7.0,0,Urban
0,46.0,0,10.0,70840.0,False,0.0,False,male,Bachelors,Professional,32,Private,13180.0,3,Minivan,no,0.0,0,Yes,0,0.0,1.0,0,Urban
2,60.0,2,,21920.0,False,78026.0,True,female,High School,Clerical,50,Private,11810.0,10,SUV,no,6973.0,3,No,0,0.0,8.0,0,Urban
0,62.0,0,14.0,67112.0,False,238759.0,True,female,Bachelors,Professional,32,Private,18300.0,1,Sports Car,no,8363.0,1,No,7,4287.0,1.0,1,Urban
0,41.0,0,12.0,36449.0,False,0.0,True,male,High School,Student,37,Private,17900.0,6,Minivan,yes,0.0,0,No,0,0.0,1.0,0,Rural
0,49.0,0,11.0,138942.0,False,0.0,False,male,Masters,Lawyer,37,Private,18920.0,11,Van,no,0.0,0,No,0,0.0,1.0,0,Urban
0,42.0,0,13.0,77737.0,False,238724.0,True,female,Bachelors,Manager,27,Private,22800.0,1,Minivan,no,0.0,0,No,2,0.0,11.0,0,Urban
0,54.0,0,12.0,46074.0,False,0.0,False,male,Bachelors,Manager,42,Private,11510.0,3,Pickup,yes,0.0,0,No,0,0.0,6.0,0,Urban
0,54.0,0,0.0,0.0,False,109280.0,True,female,High School,Home Maker,13,Private,7140.0,11,Sports Car,no,0.0,0,No,0,0.0,1.0,0,Rural
1,38.0,2,11.0,50718.0,True,0.0,False,female,below High School,Clerical,51,Private,14230.0,1,SUV,no,3649.0,1,No,5,0.0,5.0,0,Rural
0,38.0,0,11.0,58820.0,False,181915.0,True,female,Bachelors,Clerical,55,Private,19690.0,21,Pickup,no,4528.0,2,No,0,0.0,10.0,0,Urban
0,60.0,2,,0.0,False,141088.0,True,female,High School,Home Maker,47,Private,7500.0,3,SUV,no,0.0,0,Yes,2,4586.0,1.0,1,Urban
0,43.0,0,,0.0,False,84656.0,True,male,High School,Student,36,Commercial,24520.0,1,Panel Truck,no,1119.0,1,No,8,3784.0,,1,Urban
2,37.0,4,16.0,,True,0.0,False,female,Bachelors,Blue Collar,23,Commercial,1500.0,1,Sports Car,no,49223.0,1,Yes,2,3676.0,1.0,1,Urban
2,44.0,3,14.0,47231.0,False,168478.0,True,female,High School,Clerical,31,Private,18170.0,17,Pickup,no,0.0,0,No,0,0.0,10.0,0,Urban
0,32.0,2,13.0,14744.0,False,0.0,True,female,Bachelors,Student,27,Private,14930.0,3,SUV,no,613.0,2,No,5,0.0,7.0,0,Urban
0,44.0,2,15.0,16352.0,False,134164.0,True,female,High School,Home Maker,37,Private,9760.0,1,SUV,no,2316.0,1,No,0,56400.0,1.0,1,Urban
0,47.0,0,0.0,,False,114664.0,False,female,Bachelors,Home Maker,8,Private,8770.0,4,SUV,no,0.0,0,No,0,0.0,11.0,0,Urban
0,30.0,1,9.0,77156.0,True,0.0,False,female,Bachelors,Clerical,28,Private,11430.0,9,SUV,no,11295.0,3,No,6,0.0,1.0,0,Rural
0,29.0,1,11.0,144242.0,True,0.0,False,female,PhD,,15,Private,16370.0,4,Sports Car,no,4822.0,2,No,0,0.0,13.0,0,Urban
0,60.0,0,10.0,16919.0,False,116786.0,False,female,High School,Clerical,24,Private,9190.0,9,SUV,no,0.0,0,No,0,2386.0,,1,Urban
0,45.0,2,15.0,20653.0,False,140294.0,True,female,below High School,Clerical,24,Commercial,20720.0,1,Pickup,no,0.0,0,No,0,10690.0,6.0,1,Urban
0,33.0,5,18.0,4562.0,False,55632.0,True,male,High School,Student,8,Commercial,9650.0,7,Pickup,yes,0.0,0,No,4,0.0,9.0,0,Urban
0,51.0,0,9.0,95713.0,False,302676.0,True,female,PhD,Manager,32,Private,23040.0,9,Pickup,no,0.0,0,No,0,0.0,17.0,0,Urban
0,44.0,0,11.0,29929.0,False,124756.0,False,male,High School,Professional,41,Private,15320.0,4,Minivan,yes,0.0,0,No,0,0.0,1.0,0,Urban
0,49.0,0,13.0,104691.0,False,271132.0,False,male,Bachelors,Professional,14,Commercial,30260.0,7,Panel Truck,yes,22813.0,1,Yes,7,0.0,1.0,0,Urban
0,52.0,0,11.0,70198.0,False,239210.0,True,male,Bachelors,Blue Collar,41,Commercial,37810.0,6,Panel Truck,no,0.0,0,Yes,0,934.0,9.0,1,Urban
0,54.0,0,15.0,50646.0,False,222419.0,True,female,PhD,Home Maker,40,Private,32100.0,6,Van,no,0.0,0,No,0,0.0,16.0,0,Rural
0,50.0,0,8.0,69030.0,False,196452.0,True,female,High School,Blue Collar,10,Commercial,35450.0,6,SUV,no,764.0,3,No,0,0.0,1.0,0,Urban
0,38.0,0,7.0,116933.0,False,372067.0,False,male,Bachelors,Professional,19,Commercial,25740.0,1,Panel Truck,yes,0.0,0,No,0,0.0,14.0,0,Urban
0,45.0,0,8.0,38632.0,False,187532.0,True,female,High School,Blue Collar,35,Commercial,25340.0,4,Minivan,no,0.0,0,No,0,0.0,1.0,0,Rural
2,39.0,2,11.0,30290.0,False,134576.0,True,female,below High School,Blue Collar,20,Commercial,18270.0,3,Pickup,no,2787.0,3,No,3,1841.0,1.0,1,Urban
0,47.0,0,15.0,57446.0,False,205310.0,True,male,High School,Professional,30,Private,12120.0,4,Pickup,no,0.0,0,No,2,0.0,7.0,0,Urban
0,33.0,0,8.0,102981.0,False,302779.0,True,male,High School,Professional,29,Private,16680.0,1,Van,yes,0.0,0,No,0,0.0,11.0,0,Rural
0,38.0,0,11.0,72901.0,False,243300.0,False,female,Bachelors,Professional,28,Private,15200.0,4,SUV,no,1310.0,3,No,5,0.0,4.0,0,Urban
0,47.0,0,15.0,57446.0,False,205310.0,True,male,High School,Professional,30,Commercial,25090.0,4,Panel Truck,no,0.0,0,No,1,5324.0,7.0,1,Urban
0,38.0,0,6.0,159691.0,False,379686.0,True,female,Masters,,44,Commercial,23260.0,4,Pickup,no,0.0,0,No,4,0.0,13.0,0,Urban
0,40.0,0,10.0,90377.0,False,251223.0,False,male,Bachelors,Blue Collar,21,Commercial,5500.0,1,Pickup,yes,0.0,0,No,2,0.0,7.0,0,Urban
0,65.0,0,14.0,56513.0,False,189268.0,True,female,Masters,Lawyer,42,Private,15360.0,10,Sports Car,no,5229.0,1,No,4,0.0,25.0,0,Urban
0,48.0,0,10.0,20551.0,False,88080.0,False,male,Masters,Lawyer,40,Private,14150.0,3,Minivan,yes,4939.0,3,No,2,0.0,17.0,0,Urban
0,38.0,2,0.0,0.0,True,93228.0,False,female,below High School,Home Maker,51,Private,9750.0,8,SUV,no,11093.0,3,No,7,4913.0,1.0,1,Urban
0,40.0,0,9.0,83000.0,False,248949.0,True,female,Masters,Lawyer,30,Private,21880.0,1,SUV,no,0.0,0,No,0,0.0,15.0,0,Urban
0,57.0,2,16.0,86232.0,False,272326.0,True,female,Masters,Manager,8,Private,15820.0,9,SUV,no,0.0,0,No,0,0.0,15.0,0,Urban
0,36.0,0,8.0,131766.0,False,0.0,False,male,PhD,Manager,45,Private,13950.0,4,Minivan,yes,0.0,0,No,0,4495.0,11.0,1,Urban
0,46.0,0,13.0,122086.0,False,347291.0,False,female,Masters,Lawyer,5,Private,7020.0,6,Sports Car,no,0.0,0,No,0,0.0,11.0,0,Urban
0,64.0,1,15.0,34199.0,False,174149.0,True,male,Bachelors,Blue Collar,5,Private,11210.0,7,Sports Car,yes,10572.0,4,No,4,8550.0,8.0,1,Urban
0,48.0,0,2.0,134333.0,False,358876.0,True,female,High School,Professional,9,Private,22490.0,6,SUV,no,0.0,0,No,2,0.0,1.0,0,Urban
0,39.0,0,10.0,70750.0,False,228858.0,False,male,Bachelors,Blue Collar,68,Private,3350.0,1,Minivan,no,6006.0,2,No,3,3423.0,14.0,1,Rural
0,51.0,0,0.0,0.0,False,0.0,False,male,PhD,Doctor,29,Private,8310.0,6,Pickup,yes,0.0,0,No,0,0.0,18.0,0,Urban
0,45.0,0,13.0,103134.0,False,,False,female,Masters,Lawyer,38,Private,16310.0,1,Sports Car,no,0.0,0,No,0,0.0,21.0,0,Urban
0,53.0,0,13.0,69268.0,False,238236.0,True,male,Bachelors,Blue Collar,31,Commercial,13730.0,6,Minivan,no,23381.0,1,No,1,0.0,12.0,0,Urban
0,40.0,0,9.0,103636.0,False,270623.0,True,male,Bachelors,Manager,47,Private,14070.0,7,Minivan,yes,0.0,0,No,0,0.0,1.0,0,Urban
0,60.0,0,9.0,100207.0,False,320199.0,False,male,Bachelors,Manager,34,Private,1500.0,10,Minivan,no,15403.0,2,No,0,0.0,11.0,0,Urban
0,42.0,0,,56969.0,False,252556.0,True,male,Bachelors,Professional,18,Commercial,11400.0,1,Pickup,no,4512.0,3,No,5,4083.0,10.0,1,Urban
0,54.0,0,0.0,0.0,False,87156.0,True,female,Masters,Home Maker,36,Private,22350.0,6,SUV,no,0.0,0,No,0,0.0,9.0,0,Rural
0,34.0,3,16.0,118064.0,False,330500.0,True,male,Bachelors,Blue Collar,5,Commercial,13310.0,1,Minivan,no,0.0,0,No,0,0.0,11.0,0,Urban
1,44.0,2,16.0,165769.0,False,414539.0,True,male,PhD,,27,Commercial,44250.0,9,Panel Truck,yes,26121.0,4,Yes,8,3459.0,11.0,1,Urban
1,44.0,2,15.0,80140.0,False,233009.0,True,male,Masters,Professional,40,Private,13910.0,21,Minivan,no,0.0,0,No,3,0.0,15.0,0,Urban
0,39.0,2,17.0,23094.0,False,140813.0,True,female,High School,Blue Collar,27,Commercial,9310.0,4,Sports Car,no,4732.0,2,No,0,3091.0,1.0,1,Urban
0,62.0,0,14.0,74430.0,False,266176.0,True,male,Masters,,64,Commercial,19690.0,3,Pickup,no,0.0,0,No,1,0.0,17.0,0,Urban
0,43.0,2,16.0,,False,191740.0,True,male,Bachelors,Blue Collar,61,Commercial,14450.0,4,Minivan,no,0.0,0,No,0,0.0,9.0,0,Urban
0,56.0,0,4.0,42235.0,False,145837.0,True,female,High School,Clerical,40,Private,5720.0,13,Sports Car,no,8901.0,2,No,0,0.0,7.0,0,Urban
0,49.0,0,4.0,148125.0,False,392383.0,True,male,PhD,Doctor,38,Private,6400.0,7,Pickup,no,0.0,0,No,2,0.0,18.0,0,Urban
0,32.0,4,11.0,16976.0,False,0.0,True,female,below High School,Student,25,Private,6640.0,1,SUV,no,3468.0,1,No,0,0.0,5.0,0,Urban
0,66.0,0,12.0,84791.0,False,0.0,False,male,Masters,Manager,10,Private,9980.0,10,SUV,yes,5918.0,1,No,0,0.0,13.0,0,Urban
0,30.0,2,12.0,,False,160464.0,True,male,below High School,Clerical,35,Private,6140.0,10,Minivan,yes,696.0,2,No,2,3858.0,1.0,1,Urban
0,34.0,4,15.0,6876.0,False,,True,male,Bachelors,Student,45,Private,15930.0,10,Minivan,yes,0.0,0,No,2,0.0,11.0,0,Urban
2,38.0,2,9.0,43476.0,True,156267.0,False,female,High School,Blue Collar,37,Commercial,5850.0,16,SUV,no,7145.0,2,No,0,5769.0,1.0,1,Urban
0,51.0,0,12.0,101212.0,False,0.0,False,male,Bachelors,Professional,43,Private,16720.0,6,Minivan,yes,0.0,0,No,0,0.0,12.0,0,Urban
0,32.0,1,10.0,37895.0,False,,True,male,High School,Clerical,21,Private,8490.0,10,Minivan,no,6073.0,2,No,0,0.0,1.0,0,Urban
0,45.0,0,12.0,37407.0,False,138623.0,True,female,Bachelors,Manager,32,Private,7940.0,4,Sports Car,no,47712.0,1,Yes,0,0.0,12.0,0,Urban
0,57.0,0,14.0,111970.0,False,342129.0,True,male,Masters,Manager,28,Commercial,23780.0,3,Panel Truck,no,20369.0,1,Yes,5,0.0,15.0,0,Urban
0,40.0,1,9.0,90326.0,True,0.0,False,male,Bachelors,Blue Collar,33,Commercial,19380.0,3,Van,yes,0.0,0,No,0,4392.0,7.0,1,Urban
0,41.0,2,12.0,50.0,False,60765.0,True,male,Bachelors,Student,19,Commercial,5610.0,1,Pickup,yes,0.0,0,No,0,0.0,14.0,0,Rural
0,47.0,0,12.0,,False,202773.0,True,male,Masters,Lawyer,24,Private,14410.0,6,Minivan,yes,0.0,0,No,2,0.0,12.0,0,Urban
0,57.0,0,12.0,62238.0,False,0.0,False,male,Bachelors,Blue Collar,44,Commercial,11400.0,11,Pickup,yes,0.0,0,No,3,0.0,7.0,0,Rural
0,52.0,0,15.0,26782.0,False,164119.0,True,male,below High School,Clerical,52,Private,10890.0,10,Pickup,no,0.0,0,No,0,0.0,7.0,0,Rural
0,49.0,0,13.0,9486.0,False,146041.0,True,female,Masters,Home Maker,24,Private,6390.0,4,SUV,no,0.0,0,No,2,0.0,15.0,0,Rural
0,31.0,1,8.0,,True,115939.0,False,female,below High School,Clerical,24,Private,23010.0,7,SUV,no,0.0,0,Yes,0,0.0,1.0,0,Rural
0,51.0,0,8.0,66804.0,False,0.0,False,male,Bachelors,Professional,35,Private,16130.0,6,Minivan,yes,0.0,0,No,0,0.0,7.0,0,Urban
0,33.0,4,15.0,40095.0,False,167208.0,True,female,High School,Clerical,48,Private,5510.0,7,Sports Car,no,34993.0,4,Yes,6,0.0,1.0,0,Rural
0,57.0,0,5.0,32033.0,False,167795.0,True,female,Masters,Home Maker,44,Private,18110.0,10,Sports Car,no,1575.0,2,No,7,5834.0,16.0,1,Urban
0,56.0,0,13.0,19657.0,False,0.0,False,male,below High School,Professional,36,Private,3470.0,1,Minivan,yes,0.0,0,No,2,0.0,5.0,0,Urban
0,35.0,2,12.0,105992.0,True,0.0,False,female,Bachelors,Professional,43,Private,17540.0,1,Minivan,no,25379.0,1,Yes,0,4771.0,9.0,1,Urban
0,26.0,2,0.0,0.0,False,,True,female,High School,Student,10,Commercial,22430.0,4,Pickup,no,8538.0,4,No,8,2357.0,1.0,1,Urban
0,34.0,1,12.0,62044.0,False,201347.0,True,female,Bachelors,Professional,37,Private,11100.0,17,SUV,no,0.0,0,No,0,0.0,7.0,0,Rural
0,59.0,0,10.0,32857.0,False,0.0,False,female,PhD,Home Maker,29,Private,34470.0,1,Pickup,no,0.0,0,No,0,0.0,20.0,0,Rural
0,47.0,0,12.0,80577.0,False,0.0,False,male,Masters,Lawyer,34,Private,13610.0,11,Minivan,no,0.0,0,No,3,0.0,12.0,0,Urban
0,51.0,0,11.0,51303.0,False,209767.0,True,male,High School,Blue Collar,5,Commercial,18900.0,1,Van,no,3328.0,1,No,8,5374.0,11.0,1,Urban
0,44.0,0,8.0,27127.0,False,,False,female,below High School,Clerical,36,Private,21960.0,6,Minivan,no,35472.0,2,Yes,2,0.0,1.0,0,Urban
0,48.0,0,,,False,252896.0,True,male,Bachelors,Professional,14,Private,14030.0,4,Minivan,yes,0.0,0,No,0,0.0,10.0,0,Urban
0,60.0,0,13.0,62049.0,False,217434.0,True,female,Masters,Lawyer,70,Private,19620.0,11,SUV,no,0.0,0,Yes,0,1151.0,15.0,1,Urban
0,43.0,0,13.0,85951.0,False,,False,male,Masters,Professional,27,Private,11560.0,20,Minivan,no,0.0,0,No,0,0.0,17.0,0,Urban
0,40.0,0,,122543.0,False,326327.0,True,male,Bachelors,Manager,28,Commercial,25100.0,7,Panel Truck,no,0.0,0,No,2,0.0,15.0,0,Urban
3,40.0,3,14.0,22705.0,False,138803.0,True,female,below High School,Clerical,28,Private,7770.0,6,Sports Car,no,28476.0,1,Yes,5,59.0,,1,Urban
0,55.0,0,13.0,7898.0,False,153061.0,False,female,PhD,Home Maker,38,Private,9310.0,1,Minivan,no,0.0,0,No,0,0.0,12.0,0,Rural
0,57.0,0,12.0,,False,109016.0,False,male,below High School,Student,21,Private,7260.0,6,Minivan,yes,0.0,0,No,1,0.0,6.0,0,Urban
0,49.0,0,10.0,122192.0,False,337259.0,False,male,Masters,,32,Commercial,24120.0,1,Panel Truck,no,0.0,0,No,0,0.0,,0,Urban
0,50.0,0,11.0,38998.0,False,175757.0,True,male,High School,Blue Collar,47,Commercial,21460.0,7,Minivan,yes,0.0,0,No,1,0.0,1.0,0,Rural
0,54.0,0,11.0,98657.0,False,0.0,False,female,Masters,Lawyer,46,Private,16770.0,1,SUV,no,0.0,0,No,1,0.0,13.0,0,Urban
1,41.0,2,13.0,39677.0,False,166364.0,True,female,High School,Clerical,14,Private,20210.0,4,Pickup,no,0.0,0,No,2,10215.0,6.0,1,Urban
0,40.0,0,11.0,,False,206379.0,True,male,Bachelors,Manager,40,Private,16610.0,13,Van,no,0.0,0,No,0,0.0,9.0,0,Urban
0,55.0,0,15.0,71402.0,False,246583.0,True,male,High School,Blue Collar,19,Commercial,27370.0,6,Panel Truck,yes,718.0,2,No,2,0.0,9.0,0,Urban
0,50.0,0,13.0,53568.0,False,202687.0,True,male,Bachelors,Blue Collar,37,Commercial,22250.0,13,Minivan,no,0.0,0,No,0,0.0,7.0,0,Rural
0,56.0,0,14.0,220881.0,False,596021.0,False,female,PhD,,29,Commercial,50180.0,6,Panel Truck,no,0.0,0,No,2,0.0,1.0,0,Urban
0,43.0,2,9.0,63644.0,True,174541.0,False,female,Bachelors,Manager,24,Private,16640.0,9,Sports Car,no,0.0,0,No,0,0.0,11.0,0,Urban
0,45.0,0,,153009.0,False,416576.0,True,male,PhD,Manager,22,Commercial,24640.0,1,Panel Truck,yes,5777.0,1,No,3,0.0,18.0,0,Urban
0,43.0,0,7.0,,False,0.0,False,male,Bachelors,Clerical,34,Commercial,11610.0,10,Pickup,yes,0.0,0,No,1,0.0,11.0,0,Rural
0,60.0,4,16.0,28634.0,False,151602.0,True,male,below High School,Clerical,17,Private,5730.0,1,Minivan,no,30480.0,2,Yes,5,471.0,5.0,1,Rural
0,51.0,0,0.0,0.0,False,106237.0,False,male,Masters,Lawyer,22,Private,13470.0,1,Minivan,yes,0.0,0,No,1,0.0,1.0,0,Urban
0,56.0,0,3.0,37352.0,False,0.0,False,male,Masters,Lawyer,40,Private,13910.0,7,Minivan,no,0.0,0,No,0,0.0,20.0,0,Rural
0,39.0,0,11.0,,False,367206.0,False,male,Bachelors,Professional,31,Commercial,17580.0,1,Van,yes,43663.0,3,No,5,0.0,14.0,0,Urban
0,53.0,1,6.0,86100.0,False,268336.0,True,male,Masters,Manager,48,Private,15410.0,8,Minivan,no,0.0,0,No,1,0.0,15.0,0,Urban
0,46.0,0,7.0,29968.0,False,180980.0,True,male,Bachelors,Blue Collar,43,Commercial,26310.0,10,Panel Truck,no,0.0,0,No,1,0.0,8.0,0,Urban
0,34.0,1,12.0,34887.0,True,156214.0,False,female,Bachelors,Blue Collar,38,Commercial,23260.0,1,SUV,no,0.0,0,No,3,0.0,11.0,0,Urban
0,44.0,2,14.0,62721.0,False,165941.0,True,female,Bachelors,Professional,42,Private,29770.0,3,SUV,no,0.0,0,No,0,0.0,4.0,0,Urban
2,61.0,4,19.0,158546.0,False,390219.0,True,female,PhD,Manager,24,Private,42680.0,10,SUV,no,4640.0,1,No,3,0.0,19.0,0,Urban
0,44.0,0,11.0,178864.0,False,428679.0,False,female,Masters,Lawyer,43,Private,23790.0,4,Pickup,no,0.0,0,No,0,0.0,15.0,0,Urban
0,38.0,0,13.0,42245.0,False,0.0,False,female,High School,Blue Collar,42,Commercial,20510.0,10,SUV,no,0.0,0,No,0,0.0,1.0,0,Rural
1,44.0,2,13.0,18564.0,True,117386.0,False,female,below High School,Clerical,12,Commercial,13850.0,16,Pickup,no,3828.0,3,No,3,2059.0,6.0,1,Urban
0,47.0,0,4.0,12765.0,False,0.0,False,female,below High School,Student,71,Private,28640.0,13,Pickup,no,0.0,0,No,1,0.0,7.0,0,Rural
0,57.0,0,11.0,13235.0,False,135560.0,False,female,Bachelors,Home Maker,6,Private,10170.0,4,SUV,no,8135.0,3,No,3,2422.0,13.0,1,Urban
0,46.0,0,13.0,,False,369612.0,False,female,PhD,Manager,43,Private,20440.0,1,Minivan,no,0.0,0,No,0,0.0,7.0,0,Urban
0,48.0,0,,105051.0,False,313504.0,False,male,Bachelors,Professional,37,Commercial,16810.0,4,Van,yes,6978.0,2,No,2,1894.0,1.0,1,Urban
0,36.0,1,13.0,14729.0,False,91594.0,True,male,below High School,Clerical,26,Private,14270.0,10,Minivan,yes,0.0,0,No,0,0.0,6.0,0,Rural
0,53.0,0,,126548.0,False,0.0,False,female,Masters,Lawyer,64,Private,19450.0,4,SUV,no,0.0,0,Yes,0,1058.0,13.0,1,Urban
0,50.0,0,13.0,56566.0,False,222820.0,True,male,Masters,Manager,27,Commercial,24850.0,1,Panel Truck,no,1203.0,3,No,3,6691.0,11.0,1,Urban
1,40.0,2,16.0,75188.0,False,241182.0,True,female,High School,Blue Collar,25,Commercial,13020.0,10,SUV,no,44010.0,3,Yes,4,1436.0,6.0,1,Urban
0,38.0,0,11.0,91952.0,False,282565.0,False,male,Bachelors,Professional,30,Commercial,17850.0,7,Van,no,0.0,0,No,0,0.0,3.0,0,Rural
1,36.0,2,10.0,45451.0,True,,False,female,Bachelors,Professional,48,Private,9650.0,1,SUV,no,0.0,0,No,0,0.0,10.0,0,Rural
0,46.0,0,9.0,52932.0,False,214272.0,True,female,Masters,,15,Commercial,15560.0,6,Pickup,no,18907.0,3,Yes,0,0.0,17.0,0,Urban
0,45.0,0,12.0,56828.0,False,201430.0,False,female,High School,Blue Collar,54,Commercial,14060.0,11,Sports Car,no,0.0,0,No,3,937.0,9.0,1,Urban
0,41.0,0,10.0,53401.0,False,0.0,False,female,Bachelors,Blue Collar,26,Commercial,14210.0,11,SUV,no,3189.0,2,No,1,0.0,1.0,0,Urban
0,55.0,0,12.0,37794.0,False,0.0,False,male,High School,Home Maker,38,Private,17050.0,1,Minivan,no,39617.0,3,Yes,4,5631.0,1.0,1,Urban
0,34.0,1,9.0,28698.0,True,0.0,False,female,High School,Clerical,32,Private,10970.0,1,SUV,no,0.0,0,No,0,0.0,4.0,0,Rural
0,31.0,4,6.0,32838.0,False,117101.0,True,male,below High School,Clerical,24,Commercial,4600.0,4,Pickup,no,0.0,0,No,0,0.0,3.0,0,Rural
1,38.0,3,15.0,20145.0,False,128953.0,True,female,High School,Home Maker,56,Private,5200.0,3,Sports Car,no,38063.0,1,Yes,0,5192.0,1.0,1,Urban
1,45.0,1,15.0,197836.0,False,504107.0,True,male,PhD,Lawyer,15,Private,11280.0,6,Pickup,yes,8832.0,3,No,6,0.0,,0,Urban
1,63.0,1,10.0,44866.0,False,203341.0,True,female,Masters,Manager,56,Private,11160.0,4,Sports Car,no,6499.0,1,Yes,9,5692.0,14.0,1,Urban
0,37.0,3,17.0,91045.0,False,206587.0,True,male,Masters,,22,Commercial,27390.0,1,Panel Truck,no,2215.0,3,No,3,0.0,13.0,0,Urban
0,41.0,0,6.0,180031.0,False,455995.0,True,female,Bachelors,Professional,25,Private,8440.0,8,SUV,no,0.0,0,No,0,0.0,7.0,0,Urban
0,41.0,3,11.0,88426.0,True,0.0,False,female,High School,Blue Collar,9,Commercial,14440.0,4,SUV,no,6193.0,3,No,2,0.0,5.0,0,Rural
0,47.0,0,12.0,48776.0,False,187090.0,True,female,High School,Blue Collar,5,Commercial,17910.0,6,SUV,no,0.0,0,No,2,0.0,1.0,0,Urban
0,36.0,0,9.0,48741.0,False,210875.0,True,female,High School,Manager,48,Private,13230.0,6,SUV,no,0.0,0,No,0,0.0,1.0,0,Urban
0,54.0,0,11.0,88903.0,False,,True,male,Masters,Manager,32,Private,15790.0,20,Minivan,yes,0.0,0,No,0,0.0,,0,Urban
1,40.0,2,11.0,85273.0,True,257283.0,False,female,Masters,Lawyer,55,Private,19070.0,13,SUV,no,2907.0,2,No,5,4246.0,15.0,1,Urban
1,44.0,2,13.0,21247.0,False,112368.0,True,female,below High School,Clerical,35,Private,3620.0,1,SUV,no,3008.0,3,No,0,0.0,7.0,0,Urban
1,40.0,3,14.0,51401.0,True,179590.0,False,male,Bachelors,Blue Collar,15,Commercial,9050.0,1,Pickup,no,0.0,0,Yes,0,0.0,6.0,0,Rural
0,39.0,2,9.0,133920.0,True,0.0,False,female,Masters,Lawyer,41,Private,18790.0,6,Minivan,no,26926.0,2,Yes,0,4172.0,15.0,1,Urban
0,58.0,0,11.0,220178.0,False,561085.0,False,male,PhD,Doctor,41,Private,13880.0,7,Minivan,yes,4323.0,2,No,1,0.0,11.0,0,Urban
0,54.0,0,5.0,79315.0,False,255491.0,True,female,Bachelors,Manager,7,Private,14830.0,4,Minivan,no,0.0,0,No,2,0.0,,0,Urban
0,42.0,2,12.0,73661.0,True,0.0,False,female,below High School,Blue Collar,45,Commercial,25940.0,4,Minivan,no,0.0,0,No,0,0.0,1.0,0,Rural
0,37.0,1,14.0,25346.0,False,,True,female,below High School,Blue Collar,36,Private,11790.0,7,SUV,no,31255.0,3,No,4,0.0,6.0,0,Urban
0,35.0,0,11.0,105367.0,False,,True,male,Bachelors,Professional,30,Private,15540.0,7,Minivan,yes,0.0,0,Yes,4,0.0,11.0,0,Urban
0,46.0,0,13.0,18311.0,False,145159.0,True,male,Masters,Lawyer,33,Private,27300.0,13,Minivan,no,2607.0,4,No,8,0.0,23.0,0,Urban
0,54.0,0,14.0,66955.0,False,241544.0,False,female,Bachelors,Professional,23,Private,23370.0,4,Pickup,no,0.0,0,No,3,0.0,10.0,0,Urban
1,38.0,2,8.0,41230.0,False,,True,male,Bachelors,Clerical,30,Commercial,25730.0,3,Panel Truck,yes,1410.0,1,No,10,6528.0,5.0,1,Urban
0,48.0,0,11.0,59286.0,False,225803.0,True,female,High School,Professional,49,Private,19810.0,1,SUV,no,0.0,0,No,0,0.0,8.0,0,Urban
0,33.0,3,13.0,33285.0,True,153247.0,False,female,High School,Clerical,28,Private,10610.0,1,SUV,no,3739.0,2,No,0,0.0,1.0,0,Urban
1,63.0,1,11.0,54297.0,False,231033.0,True,male,Bachelors,Professional,36,Private,12150.0,4,Sports Car,yes,0.0,0,No,0,2643.0,12.0,1,Urban
0,42.0,0,8.0,52463.0,False,,True,male,High School,Blue Collar,18,Commercial,34890.0,8,Panel Truck,no,9058.0,2,No,5,0.0,11.0,0,Urban
0,30.0,2,12.0,102113.0,True,255135.0,False,male,High School,Manager,37,Private,19720.0,3,Van,no,6998.0,1,No,0,0.0,1.0,0,Urban
